position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
1.561700000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.561900000000000000e+07,1.475085783749818802e-02,1.470163092017173767e-02,1.471521705389022827e-02,1.473735738545656204e-02,1.467320136725902557e-02,1.445180177688598633e-02
1.562100000000000000e+07,2.798364311456680298e-02,2.786945924162864685e-02,2.786886505782604218e-02,2.789838425815105438e-02,2.779199741780757904e-02,2.742162905633449554e-02
1.562300000000000000e+07,4.004863649606704712e-02,3.988680243492126465e-02,3.987994417548179626e-02,3.993248566985130310e-02,3.983753547072410583e-02,3.943231701850891113e-02
1.562500000000000000e+07,5.093853548169136047e-02,5.076505243778228760e-02,5.078483372926712036e-02,5.089514330029487610e-02,5.086747184395790100e-02,5.053297430276870728e-02
1.562700000000000000e+07,6.089187413454055786e-02,6.071223691105842590e-02,6.075892969965934753e-02,6.092022731900215149e-02,6.095422804355621338e-02,6.070068106055259705e-02
1.562900000000000000e+07,7.002131640911102295e-02,6.986802071332931519e-02,6.996245682239532471e-02,7.019150257110595703e-02,7.030663639307022095e-02,7.015669345855712891e-02
1.563100000000000000e+07,7.835983484983444214e-02,7.827898859977722168e-02,7.846291363239288330e-02,7.880029827356338501e-02,7.903850823640823364e-02,7.902951538562774658e-02
1.563300000000000000e+07,8.596317470073699951e-02,8.592533320188522339e-02,8.617518842220306396e-02,8.659879863262176514e-02,8.693999797105789185e-02,8.705452829599380493e-02
1.563500000000000000e+07,9.296622127294540405e-02,9.292528033256530762e-02,9.319968521595001221e-02,9.366492182016372681e-02,9.406053274869918823e-02,9.424581378698348999e-02
1.563700000000000000e+07,9.935433417558670044e-02,9.930237382650375366e-02,9.959587454795837402e-02,1.000932231545448303e-01,1.005284935235977173e-01,1.007621139287948608e-01
1.563900000000000000e+07,1.051392331719398499e-01,1.050788983702659607e-01,1.053923591971397400e-01,1.059212610125541687e-01,1.063951402902603149e-01,1.066731140017509460e-01
1.564100000000000000e+07,1.103415861725807190e-01,1.102618277072906494e-01,1.105839014053344727e-01,1.111345291137695312e-01,1.116374209523200989e-01,1.119444891810417175e-01
1.564300000000000000e+07,1.150595992803573608e-01,1.149709895253181458e-01,1.152994781732559204e-01,1.158623397350311279e-01,1.163815706968307495e-01,1.167035326361656189e-01
1.564500000000000000e+07,1.194048151373863220e-01,1.193235814571380615e-01,1.196679249405860901e-01,1.202515214681625366e-01,1.207948997616767883e-01,1.211367249488830566e-01
1.564700000000000000e+07,1.233999729156494141e-01,1.233163475990295410e-01,1.236651688814163208e-01,1.242569088935852051e-01,1.248052194714546204e-01,1.251410841941833496e-01
1.564900000000000000e+07,1.270479857921600342e-01,1.269449442625045776e-01,1.272787898778915405e-01,1.278590261936187744e-01,1.283942759037017822e-01,1.287098675966262817e-01
1.565100000000000000e+07,1.303477585315704346e-01,1.302552372217178345e-01,1.305989623069763184e-01,1.311921030282974243e-01,1.317446529865264893e-01,1.320787966251373291e-01
1.565300000000000000e+07,1.333396881818771362e-01,1.333137005567550659e-01,1.337162703275680542e-01,1.343634873628616333e-01,1.349736154079437256e-01,1.353689283132553101e-01
1.565500000000000000e+07,1.360525935888290405e-01,1.360790878534317017e-01,1.365162134170532227e-01,1.371708214282989502e-01,1.377758830785751343e-01,1.381446868181228638e-01
1.565700000000000000e+07,1.385345906019210815e-01,1.385430693626403809e-01,1.389465332031250000e-01,1.395182162523269653e-01,1.400067210197448730e-01,1.402017027139663696e-01
1.565900000000000000e+07,1.407338380813598633e-01,1.407297402620315552e-01,1.411141455173492432e-01,1.416276246309280396e-01,1.420302391052246094e-01,1.420969963073730469e-01
1.566100000000000000e+07,1.425886899232864380e-01,1.426207125186920166e-01,1.430460959672927856e-01,1.435846835374832153e-01,1.440002918243408203e-01,1.440669745206832886e-01
1.566300000000000000e+07,1.441570222377777100e-01,1.442219614982604980e-01,1.446975767612457275e-01,1.452880501747131348e-01,1.457529515027999878e-01,1.458701342344284058e-01
1.566500000000000000e+07,1.455786377191543579e-01,1.456399857997894287e-01,1.461350768804550171e-01,1.467630714178085327e-01,1.472756564617156982e-01,1.474512517452239990e-01
1.566700000000000000e+07,1.469437777996063232e-01,1.469821929931640625e-01,1.474771797657012939e-01,1.481262147426605225e-01,1.486736238002777100e-01,1.489017903804779053e-01
1.566900000000000000e+07,1.481409221887588501e-01,1.481426358222961426e-01,1.486164778470993042e-01,1.492497473955154419e-01,1.497808545827865601e-01,1.500048637390136719e-01
1.567100000000000000e+07,1.492568403482437134e-01,1.492035686969757080e-01,1.496406793594360352e-01,1.502390205860137939e-01,1.507231742143630981e-01,1.508991569280624390e-01
1.567300000000000000e+07,1.502947658300399780e-01,1.501960009336471558e-01,1.506106853485107422e-01,1.511949449777603149e-01,1.516571938991546631e-01,1.518090963363647461e-01
1.567500000000000000e+07,1.512333452701568604e-01,1.510758996009826660e-01,1.514561623334884644e-01,1.520210355520248413e-01,1.524656862020492554e-01,1.526064574718475342e-01
1.567700000000000000e+07,1.520707309246063232e-01,1.518543362617492676e-01,1.522024422883987427e-01,1.527556180953979492e-01,1.531986594200134277e-01,1.533547937870025635e-01
1.567900000000000000e+07,1.527923643589019775e-01,1.525432914495468140e-01,1.528875231742858887e-01,1.534591764211654663e-01,1.539351940155029297e-01,1.541469693183898926e-01
1.568100000000000000e+07,1.534168273210525513e-01,1.531354188919067383e-01,1.534776985645294189e-01,1.540650278329849243e-01,1.545683741569519043e-01,1.548319458961486816e-01
1.568300000000000000e+07,1.540070921182632446e-01,1.536755263805389404e-01,1.539987772703170776e-01,1.545764803886413574e-01,1.550777107477188110e-01,1.553638577461242676e-01
1.568500000000000000e+07,1.545244157314300537e-01,1.541374474763870239e-01,1.544399708509445190e-01,1.550069749355316162e-01,1.555046439170837402e-01,1.558091491460800171e-01
1.568700000000000000e+07,1.548504978418350220e-01,1.544095724821090698e-01,1.546885669231414795e-01,1.552389115095138550e-01,1.557238101959228516e-01,1.560322791337966919e-01
1.568900000000000000e+07,1.548790931701660156e-01,1.543861776590347290e-01,1.546395868062973022e-01,1.551686674356460571e-01,1.556333601474761963e-01,1.559332311153411865e-01
1.569100000000000000e+07,1.548259556293487549e-01,1.542834043502807617e-01,1.545135825872421265e-01,1.550256907939910889e-01,1.554757058620452881e-01,1.557709127664566040e-01
1.569300000000000000e+07,1.548503041267395020e-01,1.542512774467468262e-01,1.544427275657653809e-01,1.549189984798431396e-01,1.553368568420410156e-01,1.556121408939361572e-01
1.569500000000000000e+07,1.548819094896316528e-01,1.542357504367828369e-01,1.543901562690734863e-01,1.548281759023666382e-01,1.552103012800216675e-01,1.554612368345260620e-01
1.569700000000000000e+07,1.548942178487777710e-01,1.542292982339859009e-01,1.543680727481842041e-01,1.547865122556686401e-01,1.551524847745895386e-01,1.554001271724700928e-01
1.569900000000000000e+07,1.548793464899063110e-01,1.542034447193145752e-01,1.543295234441757202e-01,1.547253876924514771e-01,1.550681442022323608e-01,1.553055644035339355e-01
1.570100000000000000e+07,1.548331230878829956e-01,1.541248708963394165e-01,1.542143970727920532e-01,1.545577049255371094e-01,1.548381149768829346e-01,1.550195217132568359e-01
1.570300000000000000e+07,1.547061353921890259e-01,1.539498120546340942e-01,1.539827436208724976e-01,1.542437225580215454e-01,1.544176936149597168e-01,1.544871032238006592e-01
1.570500000000000000e+07,1.545373350381851196e-01,1.537509262561798096e-01,1.537415087223052979e-01,1.539372205734252930e-01,1.540259718894958496e-01,1.540085673332214355e-01
1.570700000000000000e+07,1.543607860803604126e-01,1.535648852586746216e-01,1.535354405641555786e-01,1.536907255649566650e-01,1.537189483642578125e-01,1.536365300416946411e-01
1.570900000000000000e+07,1.542169600725173950e-01,1.534006297588348389e-01,1.533403247594833374e-01,1.534422039985656738e-01,1.533921360969543457e-01,1.532225310802459717e-01
1.571100000000000000e+07,1.540653705596923828e-01,1.532213240861892700e-01,1.531276255846023560e-01,1.531724184751510620e-01,1.530342400074005127e-01,1.527633816003799438e-01
1.571300000000000000e+07,1.539200991392135620e-01,1.530498713254928589e-01,1.529242247343063354e-01,1.529119312763214111e-01,1.526805460453033447e-01,1.522975564002990723e-01
1.571500000000000000e+07,1.537347435951232910e-01,1.528308838605880737e-01,1.526629179716110229e-01,1.525816172361373901e-01,1.522439271211624146e-01,1.517317444086074829e-01
1.571700000000000000e+07,1.534656882286071777e-01,1.525319665670394897e-01,1.523284018039703369e-01,1.521928757429122925e-01,1.517732888460159302e-01,1.511639654636383057e-01
1.571900000000000000e+07,1.533453017473220825e-01,1.523773223161697388e-01,1.521230936050415039e-01,1.519185453653335571e-01,1.514139175415039062e-01,1.507235914468765259e-01
1.572100000000000000e+07,1.533420681953430176e-01,1.523329764604568481e-01,1.520203649997711182e-01,1.517431437969207764e-01,1.511580049991607666e-01,1.504055708646774292e-01
1.572300000000000000e+07,1.536391526460647583e-01,1.526004672050476074e-01,1.522341519594192505e-01,1.518910378217697144e-01,1.512412726879119873e-01,1.504479348659515381e-01
1.572500000000000000e+07,1.540047675371170044e-01,1.529357582330703735e-01,1.525137126445770264e-01,1.520999670028686523e-01,1.513768434524536133e-01,1.505249738693237305e-01
1.572700000000000000e+07,1.543412953615188599e-01,1.532451063394546509e-01,1.527734100818634033e-01,1.522972583770751953e-01,1.515122801065444946e-01,1.506158560514450073e-01
1.572900000000000000e+07,1.547056287527084351e-01,1.535966992378234863e-01,1.530941128730773926e-01,1.525835245847702026e-01,1.517767906188964844e-01,1.508846133947372437e-01
1.573100000000000000e+07,1.550293564796447754e-01,1.539049446582794189e-01,1.533723175525665283e-01,1.528370082378387451e-01,1.520291864871978760e-01,1.511703282594680786e-01
1.573300000000000000e+07,1.553050279617309570e-01,1.541558951139450073e-01,1.535874307155609131e-01,1.530240476131439209e-01,1.522113829851150513e-01,1.513804793357849121e-01
1.573500000000000000e+07,1.555267274379730225e-01,1.543520092964172363e-01,1.537522822618484497e-01,1.531644314527511597e-01,1.523460149765014648e-01,1.515380889177322388e-01
1.573700000000000000e+07,1.557163447141647339e-01,1.545171737670898438e-01,1.538922041654586792e-01,1.532884687185287476e-01,1.524753272533416748e-01,1.517021209001541138e-01
1.573900000000000000e+07,1.559697240591049194e-01,1.547584682703018188e-01,1.541218757629394531e-01,1.535172015428543091e-01,1.527248919010162354e-01,1.520009487867355347e-01
1.574100000000000000e+07,1.562351733446121216e-01,1.550055146217346191e-01,1.543500572443008423e-01,1.537356674671173096e-01,1.529530733823776245e-01,1.522607803344726562e-01
1.574300000000000000e+07,1.564834266901016235e-01,1.552178859710693359e-01,1.545253843069076538e-01,1.538823544979095459e-01,1.530862301588058472e-01,1.523902118206024170e-01
1.574500000000000000e+07,1.566519290208816528e-01,1.553588509559631348e-01,1.546433568000793457e-01,1.539916992187500000e-01,1.532046794891357422e-01,1.525227427482604980e-01
1.574700000000000000e+07,1.568012535572052002e-01,1.554945707321166992e-01,1.547728776931762695e-01,1.541326045989990234e-01,1.533780992031097412e-01,1.527351588010787964e-01
1.574900000000000000e+07,1.569411903619766235e-01,1.556205898523330688e-01,1.548960804939270020e-01,1.542739719152450562e-01,1.535622924566268921e-01,1.529687196016311646e-01
1.575100000000000000e+07,1.571180075407028198e-01,1.557793170213699341e-01,1.550486683845520020e-01,1.544439792633056641e-01,1.537750065326690674e-01,1.532272994518280029e-01
