position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
8.000100000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000300000000000000e+07,1.462776307016611099e-02,1.453218236565589905e-02,1.441365666687488556e-02,1.425414066761732101e-02,1.400350127369165421e-02,1.357509847730398178e-02
8.000500000000000000e+07,2.763025648891925812e-02,2.746729366481304169e-02,2.726415172219276428e-02,2.699895203113555908e-02,2.659791707992553711e-02,2.593397907912731171e-02
8.000700000000000000e+07,3.937105461955070496e-02,3.917276114225387573e-02,3.890952095389366150e-02,3.855898603796958923e-02,3.805822879076004028e-02,3.730686381459236145e-02
8.000900000000000000e+07,5.008157715201377869e-02,4.987522587180137634e-02,4.958611354231834412e-02,4.918727651238441467e-02,4.861907660961151123e-02,4.779918491840362549e-02
8.001100000000000000e+07,5.993735417723655701e-02,5.969734489917755127e-02,5.936542153358459473e-02,5.891216918826103210e-02,5.826852098107337952e-02,5.734909325838088989e-02
8.001300000000000000e+07,6.864523142576217651e-02,6.834568828344345093e-02,6.795418262481689453e-02,6.744225323200225830e-02,6.672021001577377319e-02,6.566482782363891602e-02
8.001500000000000000e+07,7.635393738746643066e-02,7.598464190959930420e-02,7.552906125783920288e-02,7.495445013046264648e-02,7.414487004280090332e-02,7.292656600475311279e-02
8.001700000000000000e+07,8.338315784931182861e-02,8.292554318904876709e-02,8.239001780748367310e-02,8.174005895853042603e-02,8.082974702119827271e-02,7.944943755865097046e-02
8.001900000000000000e+07,9.027717262506484985e-02,8.973924815654754639e-02,8.912064135074615479e-02,8.839776366949081421e-02,8.741844445466995239e-02,8.596308529376983643e-02
8.002100000000000000e+07,9.687686711549758911e-02,9.628037363290786743e-02,9.560044109821319580e-02,9.483802318572998047e-02,9.384037554264068604e-02,9.237504005432128906e-02
8.002300000000000000e+07,1.025309115648269653e-01,1.018428057432174683e-01,1.010666638612747192e-01,1.002085208892822266e-01,9.909880161285400391e-02,9.745931625366210938e-02
8.002500000000000000e+07,1.074260845780372620e-01,1.066084578633308411e-01,1.056825965642929077e-01,1.046198531985282898e-01,1.032085046172142029e-01,1.011230796575546265e-01
8.002700000000000000e+07,1.119435951113700867e-01,1.110276877880096436e-01,1.099796742200851440e-01,1.087149232625961304e-01,1.069767251610755920e-01,1.044592261314392090e-01
8.002900000000000000e+07,1.162159144878387451e-01,1.152731627225875854e-01,1.141904518008232117e-01,1.128617599606513977e-01,1.110313162207603455e-01,1.084585860371589661e-01
8.003100000000000000e+07,1.202717646956443787e-01,1.193221807479858398e-01,1.182480752468109131e-01,1.169518083333969116e-01,1.152067258954048157e-01,1.128143817186355591e-01
8.003300000000000000e+07,1.240228787064552307e-01,1.230524554848670959e-01,1.219808235764503479e-01,1.207254752516746521e-01,1.190869137644767761e-01,1.168941855430603027e-01
8.003500000000000000e+07,1.273585706949234009e-01,1.263627260923385620e-01,1.253039091825485229e-01,1.241139471530914307e-01,1.226079687476158142e-01,1.206229403614997864e-01
8.003700000000000000e+07,1.303242295980453491e-01,1.293078064918518066e-01,1.282642185688018799e-01,1.271319240331649780e-01,1.257333308458328247e-01,1.239063367247581482e-01
8.003900000000000000e+07,1.330715864896774292e-01,1.320246905088424683e-01,1.309851557016372681e-01,1.298929452896118164e-01,1.285622566938400269e-01,1.268195658922195435e-01
8.004100000000000000e+07,1.357122957706451416e-01,1.346703171730041504e-01,1.336717456579208374e-01,1.326602995395660400e-01,1.314421445131301880e-01,1.298393458127975464e-01
8.004300000000000000e+07,1.381165683269500732e-01,1.371072530746459961e-01,1.361850649118423462e-01,1.352928131818771362e-01,1.342262923717498779e-01,1.328106969594955444e-01
8.004500000000000000e+07,1.402731090784072876e-01,1.392768323421478271e-01,1.384131908416748047e-01,1.376191526651382446e-01,1.366766691207885742e-01,1.354140937328338623e-01
8.004700000000000000e+07,1.421936601400375366e-01,1.412060111761093140e-01,1.403982639312744141e-01,1.396969556808471680e-01,1.388659179210662842e-01,1.377349197864532471e-01
8.004900000000000000e+07,1.439078748226165771e-01,1.429473310708999634e-01,1.422138661146163940e-01,1.416225880384445190e-01,1.409160047769546509e-01,1.399243175983428955e-01
8.005100000000000000e+07,1.454412490129470825e-01,1.445131897926330566e-01,1.438584178686141968e-01,1.433776319026947021e-01,1.427854150533676147e-01,1.419071108102798462e-01
8.005300000000000000e+07,1.468535214662551880e-01,1.459260135889053345e-01,1.453089416027069092e-01,1.448870450258255005e-01,1.443477720022201538e-01,1.435086727142333984e-01
8.005500000000000000e+07,1.481605917215347290e-01,1.472153663635253906e-01,1.466169506311416626e-01,1.462353765964508057e-01,1.457348018884658813e-01,1.449258625507354736e-01
8.005700000000000000e+07,1.493435949087142944e-01,1.483821570873260498e-01,1.478027254343032837e-01,1.474606394767761230e-01,1.470012515783309937e-01,1.462315022945404053e-01
8.005900000000000000e+07,1.503707170486450195e-01,1.493807137012481689e-01,1.488104760646820068e-01,1.485053002834320068e-01,1.480937302112579346e-01,1.473782658576965332e-01
8.006100000000000000e+07,1.513571888208389282e-01,1.503567546606063843e-01,1.498067826032638550e-01,1.495510190725326538e-01,1.492124646902084351e-01,1.485921293497085571e-01
8.006300000000000000e+07,1.524546146392822266e-01,1.514832824468612671e-01,1.509871631860733032e-01,1.508144438266754150e-01,1.505927741527557373e-01,1.501226723194122314e-01
8.006500000000000000e+07,1.535021215677261353e-01,1.525525301694869995e-01,1.520982831716537476e-01,1.519922465085983276e-01,1.518672555685043335e-01,1.515208482742309570e-01
8.006700000000000000e+07,1.544186919927597046e-01,1.534653007984161377e-01,1.530258953571319580e-01,1.529527157545089722e-01,1.528824865818023682e-01,1.526067405939102173e-01
8.006900000000000000e+07,1.552912592887878418e-01,1.543301939964294434e-01,1.539001464843750000e-01,1.538491845130920410e-01,1.538202166557312012e-01,1.536010950803756714e-01
