position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
3.916900000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.917100000000000000e+07,1.488178595900535583e-02,1.498177368193864822e-02,1.510431990027427673e-02,1.510605961084365845e-02,1.483145076781511307e-02,1.428165659308433533e-02
3.917300000000000000e+07,2.835637517273426056e-02,2.844412066042423248e-02,2.854846790432929993e-02,2.847595699131488800e-02,2.803822234272956848e-02,2.721045725047588348e-02
3.917500000000000000e+07,4.079764336347579956e-02,4.089125618338584900e-02,4.099855944514274597e-02,4.092858359217643738e-02,4.038743302226066589e-02,3.929962590336799622e-02
3.917700000000000000e+07,5.209131538867950439e-02,5.216572061181068420e-02,5.226469039916992188e-02,5.222986266016960144e-02,5.164379626512527466e-02,5.036279186606407166e-02
3.917900000000000000e+07,6.230101361870765686e-02,6.232080981135368347e-02,6.238632649183273315e-02,6.235916912555694580e-02,6.173038482666015625e-02,6.033580750226974487e-02
3.918100000000000000e+07,7.150075584650039673e-02,7.144142687320709229e-02,7.146013528108596802e-02,7.141125202178955078e-02,7.069686800241470337e-02,6.922356039285659790e-02
3.918300000000000000e+07,7.990548014640808105e-02,7.975249737501144409e-02,7.971667498350143433e-02,7.964893430471420288e-02,7.887039333581924438e-02,7.739475369453430176e-02
3.918500000000000000e+07,8.741436898708343506e-02,8.716835081577301025e-02,8.708105981349945068e-02,8.700685948133468628e-02,8.620151132345199585e-02,8.480710536241531372e-02
3.918700000000000000e+07,9.410072118043899536e-02,9.378502517938613892e-02,9.366960078477859497e-02,9.362141788005828857e-02,9.284169226884841919e-02,9.158763289451599121e-02
3.918900000000000000e+07,1.001389995217323303e-01,9.977022558450698853e-02,9.963715821504592896e-02,9.962762147188186646e-02,9.890168160200119019e-02,9.782574325799942017e-02
3.919100000000000000e+07,1.056886613368988037e-01,1.052880361676216125e-01,1.051367148756980896e-01,1.051238253712654114e-01,1.044280603528022766e-01,1.035751402378082275e-01
3.919300000000000000e+07,1.108182892203330994e-01,1.103980615735054016e-01,1.102398559451103210e-01,1.102120280265808105e-01,1.095197275280952454e-01,1.088918000459671021e-01
