position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
1.190410000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.190430000000000000e+08,1.475628837943077087e-02,1.494346559047698975e-02,1.510598044842481613e-02,1.509148720651865005e-02,1.486083958297967911e-02,1.430970244109630585e-02
1.190450000000000000e+08,2.824134752154350281e-02,2.844995819032192230e-02,2.857219055294990540e-02,2.847196720540523529e-02,2.815811522305011749e-02,2.728947810828685760e-02
1.190470000000000000e+08,4.070581495761871338e-02,4.091215878725051880e-02,4.094439372420310974e-02,4.077987745404243469e-02,4.046950116753578186e-02,3.929705917835235596e-02
1.190490000000000000e+08,5.234604328870773315e-02,5.248620733618736267e-02,5.238782241940498352e-02,5.213139206171035767e-02,5.183458328247070312e-02,5.045358464121818542e-02
1.190510000000000000e+08,6.318471580743789673e-02,6.321545690298080444e-02,6.295385956764221191e-02,6.257341802120208740e-02,6.227809563279151917e-02,6.079425662755966187e-02
1.190530000000000000e+08,7.309845834970474243e-02,7.302678376436233521e-02,7.262659072875976562e-02,7.211353629827499390e-02,7.179404050111770630e-02,7.025687396526336670e-02
1.190550000000000000e+08,8.230443298816680908e-02,8.212239295244216919e-02,8.157775551080703735e-02,8.090347051620483398e-02,8.053420484066009521e-02,7.900062203407287598e-02
1.190570000000000000e+08,9.069000929594039917e-02,9.040355682373046875e-02,8.971387892961502075e-02,8.884961158037185669e-02,8.838559687137603760e-02,8.689234405755996704e-02
1.190590000000000000e+08,9.825324267148971558e-02,9.789781272411346436e-02,9.709855914115905762e-02,9.606632590293884277e-02,9.549853950738906860e-02,9.409233182668685913e-02
1.190610000000000000e+08,1.051764711737632751e-01,1.047606244683265686e-01,1.038667559623718262e-01,1.027023047208786011e-01,1.020711213350296021e-01,1.008764505386352539e-01
1.190630000000000000e+08,1.115183904767036438e-01,1.110495999455451965e-01,1.100857257843017578e-01,1.088491752743721008e-01,1.082426831126213074e-01,1.074024885892868042e-01
1.190650000000000000e+08,1.173522025346755981e-01,1.168438792228698730e-01,1.158212274312973022e-01,1.145401149988174438e-01,1.140126287937164307e-01,1.135940104722976685e-01
1.190670000000000000e+08,1.226640120148658752e-01,1.221296191215515137e-01,1.210586056113243103e-01,1.197369545698165894e-01,1.192653402686119080e-01,1.192108392715454102e-01
1.190690000000000000e+08,1.272178143262863159e-01,1.267050057649612427e-01,1.256448924541473389e-01,1.243094950914382935e-01,1.238356083631515503e-01,1.240166202187538147e-01
1.190710000000000000e+08,1.311616450548171997e-01,1.306859403848648071e-01,1.296586692333221436e-01,1.283278912305831909e-01,1.278331279754638672e-01,1.281483918428421021e-01
1.190730000000000000e+08,1.348858922719955444e-01,1.344325244426727295e-01,1.334295421838760376e-01,1.321122050285339355e-01,1.316083818674087524e-01,1.320241093635559082e-01
