position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
1.045770000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.045790000000000000e+08,1.426341384649276733e-02,1.439640764147043228e-02,1.490992959588766098e-02,1.583831012248992920e-02,1.636590622365474701e-02,1.599578000605106354e-02
1.045810000000000000e+08,2.713553979992866516e-02,2.726351283490657806e-02,2.799795754253864288e-02,2.947637625038623810e-02,3.025689162313938141e-02,2.949189208447933197e-02
1.045830000000000000e+08,3.876522928476333618e-02,3.877204656600952148e-02,3.950538486242294312e-02,4.114220663905143738e-02,4.157976061105728149e-02,3.953820466995239258e-02
1.045850000000000000e+08,4.932458326220512390e-02,4.910311102867126465e-02,4.970202222466468811e-02,5.129159241914749146e-02,5.107291042804718018e-02,4.748369008302688599e-02
1.045870000000000000e+08,5.901227891445159912e-02,5.856248363852500916e-02,5.896724760532379150e-02,6.034061312675476074e-02,5.946184694766998291e-02,5.473523214459419250e-02
1.045890000000000000e+08,6.788239628076553345e-02,6.715556234121322632e-02,6.716860085725784302e-02,6.782252341508865356e-02,6.588930636644363403e-02,6.006258726119995117e-02
1.045910000000000000e+08,7.581528276205062866e-02,7.472825050354003906e-02,7.414952665567398071e-02,7.351946830749511719e-02,6.993293017148971558e-02,6.271579116582870483e-02
1.045930000000000000e+08,8.267629146575927734e-02,8.118772506713867188e-02,7.998051494359970093e-02,7.792852818965911865e-02,7.251559942960739136e-02,6.383066624402999878e-02
1.045950000000000000e+08,8.855347335338592529e-02,8.669427037239074707e-02,8.501550555229187012e-02,8.193131536245346069e-02,7.511167973279953003e-02,6.494463235139846802e-02
1.045970000000000000e+08,9.393917024135589600e-02,9.180966019630432129e-02,8.995922654867172241e-02,8.654879033565521240e-02,7.909781485795974731e-02,6.795283406972885132e-02
1.045990000000000000e+08,9.918814152479171753e-02,9.694572538137435913e-02,9.521161019802093506e-02,9.206037968397140503e-02,8.484426140785217285e-02,7.384563982486724854e-02
1.046010000000000000e+08,1.043326631188392639e-01,1.020999625325202942e-01,1.005987748503684998e-01,9.790684282779693604e-02,9.140367805957794189e-02,8.140857517719268799e-02
1.046030000000000000e+08,1.091371327638626099e-01,1.069611459970474243e-01,1.056888997554779053e-01,1.034249365329742432e-01,9.770154953002929688e-02,8.890719711780548096e-02
1.046050000000000000e+08,1.135674268007278442e-01,1.114232242107391357e-01,1.103111654520034790e-01,1.083585470914840698e-01,1.032710075378417969e-01,9.546145796775817871e-02
1.046070000000000000e+08,1.176152452826499939e-01,1.154745519161224365e-01,1.144770979881286621e-01,1.127525269985198975e-01,1.081458479166030884e-01,1.010548844933509827e-01
1.046090000000000000e+08,1.212179958820343018e-01,1.190727278590202332e-01,1.181614696979522705e-01,1.165530830621719360e-01,1.122167259454727173e-01,1.055579334497451782e-01
1.046110000000000000e+08,1.244539245963096619e-01,1.222873404622077942e-01,1.214359104633331299e-01,1.198835223913192749e-01,1.156694889068603516e-01,1.093233972787857056e-01
1.046130000000000000e+08,1.274537444114685059e-01,1.253206133842468262e-01,1.245866045355796814e-01,1.231927499175071716e-01,1.192465648055076599e-01,1.133850440382957458e-01
1.046150000000000000e+08,1.301884204149246216e-01,1.281451433897018433e-01,1.275748014450073242e-01,1.264166533946990967e-01,1.228204667568206787e-01,1.175021231174468994e-01
1.046170000000000000e+08,1.326294988393783569e-01,1.306278705596923828e-01,1.301643103361129761e-01,1.290992200374603271e-01,1.256199926137924194e-01,1.205102428793907166e-01
1.046190000000000000e+08,1.347753703594207764e-01,1.327808201313018799e-01,1.323822736740112305e-01,1.312254369258880615e-01,1.275276392698287964e-01,1.222634986042976379e-01
1.046210000000000000e+08,1.366748958826065063e-01,1.347309350967407227e-01,1.344525367021560669e-01,1.333428472280502319e-01,1.296362727880477905e-01,1.244731321930885315e-01
1.046230000000000000e+08,1.382993459701538086e-01,1.364644914865493774e-01,1.363839954137802124e-01,1.354881674051284790e-01,1.320277303457260132e-01,1.272625774145126343e-01
1.046250000000000000e+08,1.397628486156463623e-01,1.380227059125900269e-01,1.381238847970962524e-01,1.374642550945281982e-01,1.343114078044891357e-01,1.299768984317779541e-01
1.046270000000000000e+08,1.411663144826889038e-01,1.394958496093750000e-01,1.397374570369720459e-01,1.392764300107955933e-01,1.363908648490905762e-01,1.324187219142913818e-01
1.046290000000000000e+08,1.425102800130844116e-01,1.408974975347518921e-01,1.412606239318847656e-01,1.409745961427688599e-01,1.383381038904190063e-01,1.347142159938812256e-01
1.046310000000000000e+08,1.437560319900512695e-01,1.422171890735626221e-01,1.427068412303924561e-01,1.425963342189788818e-01,1.402204781770706177e-01,1.369815766811370850e-01
1.046330000000000000e+08,1.449206620454788208e-01,1.434619426727294922e-01,1.440807282924652100e-01,1.441365629434585571e-01,1.420099288225173950e-01,1.391576826572418213e-01
1.046350000000000000e+08,1.460078954696655273e-01,1.446316987276077271e-01,1.453820914030075073e-01,1.455901116132736206e-01,1.436785161495208740e-01,1.411743909120559692e-01
1.046370000000000000e+08,1.470350027084350586e-01,1.457416713237762451e-01,1.466170847415924072e-01,1.469504833221435547e-01,1.452181637287139893e-01,1.430098861455917358e-01
1.046390000000000000e+08,1.479258984327316284e-01,1.467095315456390381e-01,1.476903557777404785e-01,1.481116712093353271e-01,1.465101093053817749e-01,1.445391476154327393e-01
1.046410000000000000e+08,1.486243754625320435e-01,1.474635303020477295e-01,1.485367566347122192e-01,1.490288674831390381e-01,1.475203186273574829e-01,1.456944048404693604e-01
1.046430000000000000e+08,1.493689119815826416e-01,1.482360959053039551e-01,1.493708193302154541e-01,1.498968899250030518e-01,1.484625190496444702e-01,1.467199474573135376e-01
1.046450000000000000e+08,1.502165496349334717e-01,1.491246223449707031e-01,1.503547430038452148e-01,1.509892791509628296e-01,1.497134715318679810e-01,1.481608450412750244e-01
1.046470000000000000e+08,1.509849727153778076e-01,1.499552279710769653e-01,1.513243913650512695e-01,1.521515548229217529e-01,1.510954946279525757e-01,1.498024314641952515e-01
1.046490000000000000e+08,1.516222655773162842e-01,1.506570875644683838e-01,1.521972417831420898e-01,1.532747447490692139e-01,1.524345427751541138e-01,1.514121294021606445e-01
1.046510000000000000e+08,1.521543562412261963e-01,1.512537151575088501e-01,1.529747247695922852e-01,1.543000489473342896e-01,1.536446809768676758e-01,1.528192311525344849e-01
1.046530000000000000e+08,1.525393128395080566e-01,1.517076939344406128e-01,1.536002308130264282e-01,1.551270484924316406e-01,1.546231955289840698e-01,1.539256125688552856e-01
1.046550000000000000e+08,1.527830958366394043e-01,1.520023941993713379e-01,1.540550291538238525e-01,1.557463258504867554e-01,1.553578376770019531e-01,1.547270715236663818e-01
1.046570000000000000e+08,1.530009210109710693e-01,1.522403210401535034e-01,1.544356942176818848e-01,1.562786549329757690e-01,1.559871137142181396e-01,1.553914248943328857e-01
1.046590000000000000e+08,1.531591713428497314e-01,1.524132639169692993e-01,1.547352671623229980e-01,1.566958874464035034e-01,1.564834117889404297e-01,1.559084653854370117e-01
1.046610000000000000e+08,1.532024294137954712e-01,1.524827927350997925e-01,1.549493074417114258e-01,1.570625156164169312e-01,1.569876521825790405e-01,1.564851552248001099e-01
1.046630000000000000e+08,1.532377451658248901e-01,1.525243073701858521e-01,1.551311314105987549e-01,1.573913842439651489e-01,1.574054658412933350e-01,1.569211781024932861e-01
1.046650000000000000e+08,1.533330231904983521e-01,1.526326239109039307e-01,1.554183810949325562e-01,1.579145044088363647e-01,1.580596417188644409e-01,1.576292216777801514e-01
1.046670000000000000e+08,1.534315645694732666e-01,1.527762860059738159e-01,1.558508872985839844e-01,1.588255167007446289e-01,1.592990010976791382e-01,1.590874046087265015e-01
1.046690000000000000e+08,1.534674167633056641e-01,1.528644263744354248e-01,1.562424898147583008e-01,1.597820818424224854e-01,1.606385707855224609e-01,1.606534719467163086e-01
1.046710000000000000e+08,1.534064263105392456e-01,1.527870744466781616e-01,1.562419384717941284e-01,1.598893404006958008e-01,1.607829183340072632e-01,1.608101278543472290e-01
1.046730000000000000e+08,1.533645987510681152e-01,1.526626348495483398e-01,1.559914797544479370e-01,1.593213379383087158e-01,1.599264293909072876e-01,1.597339957952499390e-01
1.046750000000000000e+08,1.533643752336502075e-01,1.526023447513580322e-01,1.558682024478912354e-01,1.590543240308761597e-01,1.595142483711242676e-01,1.591692864894866943e-01
1.046770000000000000e+08,1.533126831054687500e-01,1.525522023439407349e-01,1.558740735054016113e-01,1.591666936874389648e-01,1.597483754158020020e-01,1.594826132059097290e-01
1.046790000000000000e+08,1.534423679113388062e-01,1.527466475963592529e-01,1.561930924654006958e-01,1.596526801586151123e-01,1.604231745004653931e-01,1.603111922740936279e-01
1.046810000000000000e+08,1.536253988742828369e-01,1.530012786388397217e-01,1.565662622451782227e-01,1.602105051279067993e-01,1.612208038568496704e-01,1.613649725914001465e-01
1.046830000000000000e+08,1.537906229496002197e-01,1.532193720340728760e-01,1.568830311298370361e-01,1.607014983892440796e-01,1.619586050510406494e-01,1.623353064060211182e-01
1.046850000000000000e+08,1.539552360773086548e-01,1.534206569194793701e-01,1.571380645036697388e-01,1.610567271709442139e-01,1.625055670738220215e-01,1.630380600690841675e-01
1.046870000000000000e+08,1.542035788297653198e-01,1.536922752857208252e-01,1.574404984712600708e-01,1.614189296960830688e-01,1.629869043827056885e-01,1.636362671852111816e-01
1.046890000000000000e+08,1.545523852109909058e-01,1.540607661008834839e-01,1.578257679939270020e-01,1.618440896272659302e-01,1.634705066680908203e-01,1.641787737607955933e-01
1.046910000000000000e+08,1.549285352230072021e-01,1.544600725173950195e-01,1.582498997449874878e-01,1.623131930828094482e-01,1.639738827943801880e-01,1.647074967622756958e-01
1.046930000000000000e+08,1.551737189292907715e-01,1.547135263681411743e-01,1.585276573896408081e-01,1.626382619142532349e-01,1.643291115760803223e-01,1.650784611701965332e-01
1.046950000000000000e+08,1.553118973970413208e-01,1.548223495483398438e-01,1.586170047521591187e-01,1.627366691827774048e-01,1.644260883331298828e-01,1.651391983032226562e-01
1.046970000000000000e+08,1.554176509380340576e-01,1.548983007669448853e-01,1.586682051420211792e-01,1.627842634916305542e-01,1.644870191812515259e-01,1.652162671089172363e-01
1.046990000000000000e+08,1.555959135293960571e-01,1.550514400005340576e-01,1.587907522916793823e-01,1.629004627466201782e-01,1.646531820297241211e-01,1.655136048793792725e-01
1.047010000000000000e+08,1.557910591363906860e-01,1.552347540855407715e-01,1.589491963386535645e-01,1.630313694477081299e-01,1.648333370685577393e-01,1.658428758382797241e-01
1.047030000000000000e+08,1.559957265853881836e-01,1.554232090711593628e-01,1.590958386659622192e-01,1.631275564432144165e-01,1.649555861949920654e-01,1.660874933004379272e-01
1.047050000000000000e+08,1.562010347843170166e-01,1.556097865104675293e-01,1.592366248369216919e-01,1.632177978754043579e-01,1.650767177343368530e-01,1.663230061531066895e-01
1.047070000000000000e+08,1.564148217439651489e-01,1.558181345462799072e-01,1.593999713659286499e-01,1.633393168449401855e-01,1.652468591928482056e-01,1.666135042905807495e-01
1.047090000000000000e+08,1.566202193498611450e-01,1.560293734073638916e-01,1.595705598592758179e-01,1.634767502546310425e-01,1.654643565416336060e-01,1.669778823852539062e-01
1.047110000000000000e+08,1.568509936332702637e-01,1.562566161155700684e-01,1.597476154565811157e-01,1.635991185903549194e-01,1.656399071216583252e-01,1.672696024179458618e-01
1.047130000000000000e+08,1.571234613656997681e-01,1.565151512622833252e-01,1.599303483963012695e-01,1.636846214532852173e-01,1.657376289367675781e-01,1.674328893423080444e-01
1.047150000000000000e+08,1.573710292577743530e-01,1.567628532648086548e-01,1.601095646619796753e-01,1.637744754552841187e-01,1.658506989479064941e-01,1.676284670829772949e-01
1.047170000000000000e+08,1.575116813182830811e-01,1.569209545850753784e-01,1.602250784635543823e-01,1.638426184654235840e-01,1.659717559814453125e-01,1.678382009267807007e-01
1.047190000000000000e+08,1.576347053050994873e-01,1.570719927549362183e-01,1.603536903858184814e-01,1.639558821916580200e-01,1.661818027496337891e-01,1.681681275367736816e-01
1.047210000000000000e+08,1.578486114740371704e-01,1.573066562414169312e-01,1.605546325445175171e-01,1.641123741865158081e-01,1.664125174283981323e-01,1.684884577989578247e-01
1.047230000000000000e+08,1.581044346094131470e-01,1.575685739517211914e-01,1.607398241758346558e-01,1.641642898321151733e-01,1.664332151412963867e-01,1.685294657945632935e-01
1.047250000000000000e+08,1.583300679922103882e-01,1.578214466571807861e-01,1.609303504228591919e-01,1.642267256975173950e-01,1.664726436138153076e-01,1.685765683650970459e-01
1.047270000000000000e+08,1.585021317005157471e-01,1.580475717782974243e-01,1.611187011003494263e-01,1.643242537975311279e-01,1.665975451469421387e-01,1.687526553869247437e-01
1.047290000000000000e+08,1.586412042379379272e-01,1.582694947719573975e-01,1.613354235887527466e-01,1.645227074623107910e-01,1.669250279664993286e-01,1.691952943801879883e-01
1.047310000000000000e+08,1.587823033332824707e-01,1.585117429494857788e-01,1.616029441356658936e-01,1.648015081882476807e-01,1.673198044300079346e-01,1.696581244468688965e-01
1.047330000000000000e+08,1.589700877666473389e-01,1.587854921817779541e-01,1.619015038013458252e-01,1.650872826576232910e-01,1.675736010074615479e-01,1.697853505611419678e-01
1.047350000000000000e+08,1.591406315565109253e-01,1.590050905942916870e-01,1.620806455612182617e-01,1.651277542114257812e-01,1.674536168575286865e-01,1.693993061780929565e-01
1.047370000000000000e+08,1.592583060264587402e-01,1.591103971004486084e-01,1.619694083929061890e-01,1.645445078611373901e-01,1.665532439947128296e-01,1.681762784719467163e-01
1.047390000000000000e+08,1.593696624040603638e-01,1.592015027999877930e-01,1.618247926235198975e-01,1.639030128717422485e-01,1.656268686056137085e-01,1.669557988643646240e-01
1.047410000000000000e+08,1.595010012388229370e-01,1.593593209981918335e-01,1.618301272392272949e-01,1.635916978120803833e-01,1.652183532714843750e-01,1.664403975009918213e-01
1.047430000000000000e+08,1.596326977014541626e-01,1.595589816570281982e-01,1.619318276643753052e-01,1.634632050991058350e-01,1.651194244623184204e-01,1.664189398288726807e-01
1.047450000000000000e+08,1.598246246576309204e-01,1.598394066095352173e-01,1.621556431055068970e-01,1.635167896747589111e-01,1.652525216341018677e-01,1.666978746652603149e-01
1.047470000000000000e+08,1.601982861757278442e-01,1.603987216949462891e-01,1.629002392292022705e-01,1.644407808780670166e-01,1.663414984941482544e-01,1.678978055715560913e-01
1.047490000000000000e+08,1.606701314449310303e-01,1.611455082893371582e-01,1.639594882726669312e-01,1.657726317644119263e-01,1.676957309246063232e-01,1.691280901432037354e-01
1.047510000000000000e+08,1.610084176063537598e-01,1.616452485322952271e-01,1.643775403499603271e-01,1.658545881509780884e-01,1.675319969654083252e-01,1.687251478433609009e-01
1.047530000000000000e+08,1.611407995223999023e-01,1.617463976144790649e-01,1.638937443494796753e-01,1.644840389490127563e-01,1.657170951366424561e-01,1.665876209735870361e-01
1.047550000000000000e+08,1.612025350332260132e-01,1.617833822965621948e-01,1.634115278720855713e-01,1.632326543331146240e-01,1.639717072248458862e-01,1.643746346235275269e-01
1.047570000000000000e+08,1.612704694271087646e-01,1.619432717561721802e-01,1.633182466030120850e-01,1.627887487411499023e-01,1.632890999317169189e-01,1.633561998605728149e-01
1.047590000000000000e+08,1.613087803125381470e-01,1.621163487434387207e-01,1.633680462837219238e-01,1.626640707254409790e-01,1.630705744028091431e-01,1.629307121038436890e-01
1.047610000000000000e+08,1.613196879625320435e-01,1.622673422098159790e-01,1.634244769811630249e-01,1.625800728797912598e-01,1.629722863435745239e-01,1.627354621887207031e-01
1.047630000000000000e+08,1.612209379673004150e-01,1.623185276985168457e-01,1.634221374988555908e-01,1.625596880912780762e-01,1.630167216062545776e-01,1.627503931522369385e-01
1.047650000000000000e+08,1.610194891691207886e-01,1.622494459152221680e-01,1.633011847734451294e-01,1.625372767448425293e-01,1.631332188844680786e-01,1.629045754671096802e-01
1.047670000000000000e+08,1.607916504144668579e-01,1.621652394533157349e-01,1.632104516029357910e-01,1.626269221305847168e-01,1.633725911378860474e-01,1.632013767957687378e-01
1.047690000000000000e+08,1.605837196111679077e-01,1.621228903532028198e-01,1.631899327039718628e-01,1.627929508686065674e-01,1.636866778135299683e-01,1.635599285364151001e-01
1.047710000000000000e+08,1.603810638189315796e-01,1.620970964431762695e-01,1.631901264190673828e-01,1.629063040018081665e-01,1.639040708541870117e-01,1.637832671403884888e-01
1.047730000000000000e+08,1.601256728172302246e-01,1.620034575462341309e-01,1.631035506725311279e-01,1.628949344158172607e-01,1.639733612537384033e-01,1.638323664665222168e-01
1.047750000000000000e+08,1.597894579172134399e-01,1.618079245090484619e-01,1.628797799348831177e-01,1.627119779586791992e-01,1.638149768114089966e-01,1.636239290237426758e-01
1.047770000000000000e+08,1.593899130821228027e-01,1.615359336137771606e-01,1.625289767980575562e-01,1.623505055904388428e-01,1.634455323219299316e-01,1.631558686494827271e-01
1.047790000000000000e+08,1.589478850364685059e-01,1.612345725297927856e-01,1.621166765689849854e-01,1.619140505790710449e-01,1.630053371191024780e-01,1.625838875770568848e-01
1.047810000000000000e+08,1.585049033164978027e-01,1.609371751546859741e-01,1.616806983947753906e-01,1.614461988210678101e-01,1.625415086746215820e-01,1.619962751865386963e-01
1.047830000000000000e+08,1.580513715744018555e-01,1.606380343437194824e-01,1.612340062856674194e-01,1.609975844621658325e-01,1.621307432651519775e-01,1.615206301212310791e-01
1.047850000000000000e+08,1.575744748115539551e-01,1.603229641914367676e-01,1.607811003923416138e-01,1.605773866176605225e-01,1.617847383022308350e-01,1.611752361059188843e-01
1.047870000000000000e+08,1.570017039775848389e-01,1.599074006080627441e-01,1.602353006601333618e-01,1.600806564092636108e-01,1.613927781581878662e-01,1.608395129442214966e-01
1.047890000000000000e+08,1.563954651355743408e-01,1.593950390815734863e-01,1.595324277877807617e-01,1.593792438507080078e-01,1.607695072889328003e-01,1.602436751127243042e-01
1.047910000000000000e+08,1.558135598897933960e-01,1.588430553674697876e-01,1.587115675210952759e-01,1.585021167993545532e-01,1.599247902631759644e-01,1.594502180814743042e-01
1.047930000000000000e+08,1.553232669830322266e-01,1.583417207002639771e-01,1.578550934791564941e-01,1.575402915477752686e-01,1.590239405632019043e-01,1.584764569997787476e-01
1.047950000000000000e+08,1.548615694046020508e-01,1.578745245933532715e-01,1.569680273532867432e-01,1.565051525831222534e-01,1.580632925033569336e-01,1.573645472526550293e-01
1.047970000000000000e+08,1.543233692646026611e-01,1.573385447263717651e-01,1.559701859951019287e-01,1.553274691104888916e-01,1.569269746541976929e-01,1.561399698257446289e-01
1.047990000000000000e+08,1.536788046360015869e-01,1.567094475030899048e-01,1.549091339111328125e-01,1.540935337543487549e-01,1.557522714138031006e-01,1.548788547515869141e-01
1.048010000000000000e+08,1.529672890901565552e-01,1.559960544109344482e-01,1.537877619266510010e-01,1.527966260910034180e-01,1.544856280088424683e-01,1.535647213459014893e-01
1.048030000000000000e+08,1.522197723388671875e-01,1.552141010761260986e-01,1.525862216949462891e-01,1.514035463333129883e-01,1.530371755361557007e-01,1.521383821964263916e-01
1.048050000000000000e+08,1.514550298452377319e-01,1.544073522090911865e-01,1.513452380895614624e-01,1.499557942152023315e-01,1.514897793531417847e-01,1.506179422140121460e-01
1.048070000000000000e+08,1.507436633110046387e-01,1.536492705345153809e-01,1.501621603965759277e-01,1.485663950443267822e-01,1.500428915023803711e-01,1.491213291883468628e-01
1.048090000000000000e+08,1.500555723905563354e-01,1.529157906770706177e-01,1.490027606487274170e-01,1.471892148256301880e-01,1.485979855060577393e-01,1.476634591817855835e-01
1.048110000000000000e+08,1.493457108736038208e-01,1.521369963884353638e-01,1.477926075458526611e-01,1.457570493221282959e-01,1.471080631017684937e-01,1.461650133132934570e-01
1.048130000000000000e+08,1.486007571220397949e-01,1.513042896986007690e-01,1.465178132057189941e-01,1.442417204380035400e-01,1.455075591802597046e-01,1.446006149053573608e-01
1.048150000000000000e+08,1.478624492883682251e-01,1.504341065883636475e-01,1.451656073331832886e-01,1.425922513008117676e-01,1.437456905841827393e-01,1.427616924047470093e-01
1.048170000000000000e+08,1.470567584037780762e-01,1.494495421648025513e-01,1.436587870121002197e-01,1.407390683889389038e-01,1.417596191167831421e-01,1.406170427799224854e-01
