position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
3.916900000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.917100000000000000e+07,1.505248155444860458e-02,1.502118911594152451e-02,1.508703362196683884e-02,1.513437926769256592e-02,1.482300180941820145e-02,1.403102278709411621e-02
3.917300000000000000e+07,2.877209894359111786e-02,2.856469899415969849e-02,2.851671166718006134e-02,2.853291295468807220e-02,2.804024703800678253e-02,2.679033018648624420e-02
3.917500000000000000e+07,4.124106466770172119e-02,4.093118011951446533e-02,4.089260846376419067e-02,4.105755314230918884e-02,4.053453728556632996e-02,3.899563476443290710e-02
3.917700000000000000e+07,5.249667540192604065e-02,5.206119641661643982e-02,5.205487459897994995e-02,5.245561525225639343e-02,5.202273279428482056e-02,5.040676891803741455e-02
3.917900000000000000e+07,6.282932311296463013e-02,6.217530369758605957e-02,6.210860237479209900e-02,6.265410035848617554e-02,6.227846816182136536e-02,6.061677634716033936e-02
3.918100000000000000e+07,7.219438254833221436e-02,7.129357755184173584e-02,7.113112509250640869e-02,7.176984101533889771e-02,7.142514735460281372e-02,6.975878030061721802e-02
3.918300000000000000e+07,8.067536354064941406e-02,7.956267893314361572e-02,7.932867109775543213e-02,8.008402585983276367e-02,7.982362806797027588e-02,7.825665920972824097e-02
3.918500000000000000e+07,8.819970488548278809e-02,8.690986037254333496e-02,8.663188666105270386e-02,8.751969784498214722e-02,8.737877011299133301e-02,8.597690612077713013e-02
3.918700000000000000e+07,9.490004926919937134e-02,9.346265345811843872e-02,9.316607564687728882e-02,9.419974684715270996e-02,9.419801831245422363e-02,9.298700094223022461e-02
3.918900000000000000e+07,1.009796187281608582e-01,9.940194338560104370e-02,9.908705949783325195e-02,1.002595350146293640e-01,1.003797426819801331e-01,9.933170676231384277e-02
3.919100000000000000e+07,1.066451221704483032e-01,1.049205362796783447e-01,1.045611351728439331e-01,1.057763844728469849e-01,1.058731824159622192e-01,1.048535928130149841e-01
