position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
1.425930000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425950000000000000e+08,1.386347599327564240e-02,1.394413132220506668e-02,1.405588723719120026e-02,1.416228525340557098e-02,1.422903779894113541e-02,1.424050796777009964e-02
1.425970000000000000e+08,2.583983168005943298e-02,2.593578211963176727e-02,2.610921114683151245e-02,2.627272345125675201e-02,2.633654139935970306e-02,2.625468000769615173e-02
1.425990000000000000e+08,3.632416948676109314e-02,3.642034903168678284e-02,3.663375228643417358e-02,3.680750727653503418e-02,3.678859770298004150e-02,3.650355711579322815e-02
1.426010000000000000e+08,4.587670043110847473e-02,4.595822095870971680e-02,4.620540514588356018e-02,4.638849198818206787e-02,4.629891365766525269e-02,4.585358500480651855e-02
1.426030000000000000e+08,5.507877841591835022e-02,5.514742806553840637e-02,5.544523522257804871e-02,5.566374957561492920e-02,5.556596070528030396e-02,5.509712174534797668e-02
1.426050000000000000e+08,6.435602158308029175e-02,6.440176069736480713e-02,6.474538892507553101e-02,6.500218808650970459e-02,6.492915749549865723e-02,6.450485438108444214e-02
1.426070000000000000e+08,7.314169406890869141e-02,7.316324114799499512e-02,7.354656606912612915e-02,7.383771240711212158e-02,7.378773391246795654e-02,7.339788973331451416e-02
1.426090000000000000e+08,8.075075596570968628e-02,8.077005296945571899e-02,8.120801299810409546e-02,8.153898268938064575e-02,8.148948848247528076e-02,8.106887340545654297e-02
1.426110000000000000e+08,8.725269883871078491e-02,8.731215447187423706e-02,8.783623576164245605e-02,8.822760730981826782e-02,8.817709982395172119e-02,8.769124001264572144e-02
1.426130000000000000e+08,9.296727180480957031e-02,9.312005341053009033e-02,9.377627819776535034e-02,9.427271783351898193e-02,9.425879269838333130e-02,9.373164176940917969e-02
1.426150000000000000e+08,9.798035025596618652e-02,9.825446456670761108e-02,9.905660152435302734e-02,9.966429322957992554e-02,9.968818724155426025e-02,9.911757707595825195e-02
1.426170000000000000e+08,1.023375466465950012e-01,1.027342751622200012e-01,1.036671176552772522e-01,1.043580174446105957e-01,1.043857857584953308e-01,1.037366017699241638e-01
1.426190000000000000e+08,1.061721965670585632e-01,1.067054346203804016e-01,1.077681705355644226e-01,1.085336059331893921e-01,1.085578054189682007e-01,1.078306585550308228e-01
1.426210000000000000e+08,1.097943335771560669e-01,1.104749143123626709e-01,1.116644218564033508e-01,1.125004217028617859e-01,1.125273257493972778e-01,1.117435246706008911e-01
1.426230000000000000e+08,1.133368983864784241e-01,1.141749843955039978e-01,1.154949963092803955e-01,1.164032295346260071e-01,1.164362132549285889e-01,1.156034991145133972e-01
1.426250000000000000e+08,1.167267411947250366e-01,1.177239269018173218e-01,1.191729307174682617e-01,1.201473772525787354e-01,1.201762929558753967e-01,1.192860901355743408e-01
1.426270000000000000e+08,1.199161857366561890e-01,1.210704445838928223e-01,1.226405203342437744e-01,1.236575841903686523e-01,1.236483603715896606e-01,1.226691156625747681e-01
1.426290000000000000e+08,1.229874044656753540e-01,1.242930591106414795e-01,1.259756088256835938e-01,1.270164996385574341e-01,1.269459575414657593e-01,1.258565336465835571e-01
1.426310000000000000e+08,1.258302181959152222e-01,1.272849738597869873e-01,1.290722340345382690e-01,1.301241815090179443e-01,1.299847066402435303e-01,1.287848800420761108e-01
1.426330000000000000e+08,1.288375705480575562e-01,1.304289698600769043e-01,1.323095709085464478e-01,1.333641409873962402e-01,1.331568658351898193e-01,1.318557262420654297e-01
1.426350000000000000e+08,1.322797238826751709e-01,1.339859813451766968e-01,1.359276473522186279e-01,1.369444131851196289e-01,1.366230398416519165e-01,1.351723521947860718e-01
1.426370000000000000e+08,1.354540735483169556e-01,1.372469961643218994e-01,1.392230242490768433e-01,1.401723921298980713e-01,1.396974176168441772e-01,1.380529850721359253e-01
1.426390000000000000e+08,1.380984634160995483e-01,1.399716138839721680e-01,1.419797390699386597e-01,1.428664773702621460e-01,1.422433555126190186e-01,1.404058635234832764e-01
1.426410000000000000e+08,1.404335945844650269e-01,1.423858702182769775e-01,1.444254219532012939e-01,1.452579498291015625e-01,1.445132941007614136e-01,1.425243020057678223e-01
1.426430000000000000e+08,1.425957381725311279e-01,1.446242034435272217e-01,1.466900706291198730e-01,1.474696546792984009e-01,1.466197371482849121e-01,1.445066928863525391e-01
1.426450000000000000e+08,1.446105986833572388e-01,1.466981470584869385e-01,1.487657427787780762e-01,1.494721174240112305e-01,1.485112756490707397e-01,1.462867408990859985e-01
1.426470000000000000e+08,1.464233547449111938e-01,1.485629975795745850e-01,1.506211310625076294e-01,1.512526273727416992e-01,1.501929461956024170e-01,1.478821188211441040e-01
1.426490000000000000e+08,1.480977535247802734e-01,1.502881944179534912e-01,1.523283571004867554e-01,1.528771519660949707e-01,1.517152637243270874e-01,1.493188440799713135e-01
1.426510000000000000e+08,1.495088636875152588e-01,1.517608761787414551e-01,1.537948399782180786e-01,1.542766541242599487e-01,1.530373692512512207e-01,1.505859941244125366e-01
1.426530000000000000e+08,1.505248099565505981e-01,1.528383046388626099e-01,1.548687666654586792e-01,1.552822142839431763e-01,1.539568305015563965e-01,1.514474153518676758e-01
1.426550000000000000e+08,1.512568891048431396e-01,1.536110639572143555e-01,1.556180566549301147e-01,1.559333503246307373e-01,1.544611155986785889e-01,1.518144458532333374e-01
1.426570000000000000e+08,1.519860029220581055e-01,1.543786674737930298e-01,1.563566774129867554e-01,1.565782725811004639e-01,1.549821048974990845e-01,1.522332578897476196e-01
1.426590000000000000e+08,1.527852416038513184e-01,1.552358716726303101e-01,1.572104245424270630e-01,1.573798805475234985e-01,1.557306200265884399e-01,1.529658287763595581e-01
1.426610000000000000e+08,1.535203903913497925e-01,1.560344547033309937e-01,1.580106914043426514e-01,1.581301689147949219e-01,1.564154177904129028e-01,1.535987704992294312e-01
1.426630000000000000e+08,1.540629714727401733e-01,1.566426306962966919e-01,1.586291939020156860e-01,1.587159186601638794e-01,1.569526493549346924e-01,1.540789157152175903e-01
1.426650000000000000e+08,1.543623805046081543e-01,1.570177972316741943e-01,1.590530276298522949e-01,1.591687202453613281e-01,1.574190557003021240e-01,1.545326709747314453e-01
1.426670000000000000e+08,1.543403565883636475e-01,1.570474058389663696e-01,1.590985059738159180e-01,1.591906398534774780e-01,1.574009060859680176e-01,1.544723808765411377e-01
1.426690000000000000e+08,1.543374508619308472e-01,1.570342481136322021e-01,1.589935719966888428e-01,1.588830947875976562e-01,1.568754017353057861e-01,1.538342386484146118e-01
1.426710000000000000e+08,1.548024863004684448e-01,1.574765294790267944e-01,1.593237668275833130e-01,1.589963734149932861e-01,1.567944288253784180e-01,1.537032276391983032e-01
1.426730000000000000e+08,1.554639637470245361e-01,1.581290215253829956e-01,1.599021255970001221e-01,1.594304293394088745e-01,1.571050882339477539e-01,1.540005058050155640e-01
1.426750000000000000e+08,1.559746414422988892e-01,1.586226820945739746e-01,1.603258848190307617e-01,1.597241312265396118e-01,1.572769880294799805e-01,1.541295200586318970e-01
1.426770000000000000e+08,1.563208550214767456e-01,1.589442938566207886e-01,1.605892777442932129e-01,1.598812192678451538e-01,1.573355495929718018e-01,1.541603058576583862e-01
1.426790000000000000e+08,1.565881073474884033e-01,1.591620743274688721e-01,1.607471704483032227e-01,1.599477529525756836e-01,1.573333442211151123e-01,1.541556715965270996e-01
1.426810000000000000e+08,1.569118052721023560e-01,1.594087481498718262e-01,1.609151214361190796e-01,1.600114703178405762e-01,1.573216468095779419e-01,1.541337668895721436e-01
1.426830000000000000e+08,1.573072224855422974e-01,1.597153991460800171e-01,1.611444950103759766e-01,1.601438224315643311e-01,1.573912650346755981e-01,1.542121469974517822e-01
1.426850000000000000e+08,1.575276404619216919e-01,1.598513722419738770e-01,1.612190604209899902e-01,1.601423770189285278e-01,1.573491245508193970e-01,1.542035341262817383e-01
1.426870000000000000e+08,1.574481725692749023e-01,1.596840769052505493e-01,1.609954386949539185e-01,1.598513126373291016e-01,1.570120006799697876e-01,1.538719534873962402e-01
1.426890000000000000e+08,1.572096049785614014e-01,1.593427956104278564e-01,1.605856716632843018e-01,1.593673229217529297e-01,1.564705073833465576e-01,1.533060371875762939e-01
1.426910000000000000e+08,1.569318622350692749e-01,1.589484065771102905e-01,1.601176112890243530e-01,1.588304638862609863e-01,1.558884680271148682e-01,1.527099609375000000e-01
1.426930000000000000e+08,1.566621363162994385e-01,1.585635095834732056e-01,1.596584618091583252e-01,1.583050489425659180e-01,1.553265750408172607e-01,1.521450728178024292e-01
1.426950000000000000e+08,1.566093713045120239e-01,1.584330946207046509e-01,1.594597101211547852e-01,1.580387353897094727e-01,1.550170332193374634e-01,1.518264114856719971e-01
1.426970000000000000e+08,1.563628613948822021e-01,1.581250131130218506e-01,1.591074168682098389e-01,1.576564610004425049e-01,1.546266376972198486e-01,1.514548957347869873e-01
1.426990000000000000e+08,1.559445112943649292e-01,1.576449573040008545e-01,1.586018651723861694e-01,1.571524292230606079e-01,1.541407257318496704e-01,1.509954482316970825e-01
1.427010000000000000e+08,1.553701311349868774e-01,1.570215970277786255e-01,1.579758375883102417e-01,1.565569490194320679e-01,1.535828262567520142e-01,1.504667550325393677e-01
1.427030000000000000e+08,1.546523571014404297e-01,1.562590748071670532e-01,1.572167575359344482e-01,1.558363735675811768e-01,1.529002040624618530e-01,1.497989892959594727e-01
1.427050000000000000e+08,1.538269668817520142e-01,1.553991883993148804e-01,1.563614755868911743e-01,1.550176590681076050e-01,1.521146893501281738e-01,1.490137577056884766e-01
1.427070000000000000e+08,1.529685109853744507e-01,1.545059978961944580e-01,1.554804146289825439e-01,1.541817039251327515e-01,1.513251662254333496e-01,1.482406407594680786e-01
1.427090000000000000e+08,1.520490348339080811e-01,1.535691916942596436e-01,1.545886248350143433e-01,1.533721983432769775e-01,1.506066322326660156e-01,1.475944519042968750e-01
1.427110000000000000e+08,1.510614156723022461e-01,1.525780111551284790e-01,1.536646783351898193e-01,1.525483727455139160e-01,1.498821526765823364e-01,1.469477713108062744e-01
