position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
1.045770000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.045790000000000000e+08,1.471226383000612259e-02,1.501396484673023224e-02,1.528218854218721390e-02,1.541556417942047119e-02,1.527042035013437271e-02,1.486046984791755676e-02
1.045810000000000000e+08,2.747719548642635345e-02,2.805682644248008728e-02,2.857016958296298981e-02,2.876140922307968140e-02,2.831348031759262085e-02,2.741840481758117676e-02
1.045830000000000000e+08,3.874484077095985413e-02,3.954785689711570740e-02,4.018356278538703918e-02,4.023111239075660706e-02,3.914805501699447632e-02,3.746396675705909729e-02
1.045850000000000000e+08,4.859916120767593384e-02,4.963060468435287476e-02,5.039800703525543213e-02,5.030114576220512390e-02,4.860970005393028259e-02,4.615516215562820435e-02
1.045870000000000000e+08,5.738516896963119507e-02,5.864408984780311584e-02,5.957261472940444946e-02,5.942480266094207764e-02,5.738364532589912415e-02,5.448216944932937622e-02
1.045890000000000000e+08,6.522490829229354858e-02,6.660853326320648193e-02,6.756734102964401245e-02,6.713373214006423950e-02,6.464684754610061646e-02,6.128706410527229309e-02
1.045910000000000000e+08,7.207509130239486694e-02,7.344900071620941162e-02,7.425048947334289551e-02,7.319010049104690552e-02,6.990553438663482666e-02,6.584014743566513062e-02
1.045930000000000000e+08,7.779483497142791748e-02,7.913259416818618774e-02,7.975520938634872437e-02,7.796316593885421753e-02,7.359385490417480469e-02,6.865645200014114380e-02
1.045950000000000000e+08,8.261603862047195435e-02,8.399800956249237061e-02,8.455516397953033447e-02,8.215901255607604980e-02,7.668918371200561523e-02,7.085265219211578369e-02
1.045970000000000000e+08,8.730833977460861206e-02,8.882831782102584839e-02,8.945496380329132080e-02,8.674052357673645020e-02,8.043662458658218384e-02,7.377219945192337036e-02
1.045990000000000000e+08,9.231930971145629883e-02,9.400367736816406250e-02,9.478692710399627686e-02,9.212695807218551636e-02,8.561564236879348755e-02,7.859316468238830566e-02
1.046010000000000000e+08,9.750184416770935059e-02,9.931257367134094238e-02,1.002631857991218567e-01,9.786860644817352295e-02,9.170468896627426147e-02,8.491936326026916504e-02
1.046030000000000000e+08,1.023563519120216370e-01,1.042782366275787354e-01,1.054024398326873779e-01,1.033337339758872986e-01,9.772429615259170532e-02,9.152176976203918457e-02
1.046050000000000000e+08,1.066950261592864990e-01,1.087231561541557312e-01,1.100201755762100220e-01,1.082708463072776794e-01,1.032161936163902283e-01,9.761374443769454956e-02
1.046070000000000000e+08,1.105184629559516907e-01,1.126646324992179871e-01,1.141496077179908752e-01,1.126967817544937134e-01,1.081090420484542847e-01,1.029977872967720032e-01
1.046090000000000000e+08,1.139152348041534424e-01,1.161693409085273743e-01,1.178066954016685486e-01,1.165125370025634766e-01,1.121719181537628174e-01,1.073472946882247925e-01
1.046110000000000000e+08,1.170156449079513550e-01,1.193592026829719543e-01,1.210941672325134277e-01,1.198076531291007996e-01,1.155298575758934021e-01,1.108573004603385925e-01
1.046130000000000000e+08,1.199615523219108582e-01,1.224062889814376831e-01,1.242668554186820984e-01,1.230771616101264954e-01,1.189796477556228638e-01,1.145737841725349426e-01
1.046150000000000000e+08,1.226327642798423767e-01,1.252097934484481812e-01,1.272587627172470093e-01,1.262889057397842407e-01,1.225017532706260681e-01,1.184498444199562073e-01
1.046170000000000000e+08,1.248705834150314331e-01,1.275740116834640503e-01,1.298034936189651489e-01,1.290246993303298950e-01,1.254728734493255615e-01,1.216595545411109924e-01
1.046190000000000000e+08,1.267585158348083496e-01,1.295678466558456421e-01,1.319385319948196411e-01,1.312797963619232178e-01,1.278491020202636719e-01,1.241319105029106140e-01
1.046210000000000000e+08,1.285523772239685059e-01,1.314744502305984497e-01,1.339815855026245117e-01,1.334519833326339722e-01,1.301699280738830566e-01,1.265712529420852661e-01
1.046230000000000000e+08,1.302400827407836914e-01,1.332965791225433350e-01,1.359488219022750854e-01,1.355685442686080933e-01,1.324843764305114746e-01,1.290691494941711426e-01
1.046250000000000000e+08,1.317483931779861450e-01,1.349439322948455811e-01,1.377317011356353760e-01,1.375000625848770142e-01,1.346272826194763184e-01,1.314191967248916626e-01
1.046270000000000000e+08,1.330952495336532593e-01,1.364392787218093872e-01,1.393657177686691284e-01,1.392880529165267944e-01,1.366291344165802002e-01,1.336201131343841553e-01
1.046290000000000000e+08,1.343538612127304077e-01,1.378480941057205200e-01,1.409047842025756836e-01,1.409626454114913940e-01,1.384858787059783936e-01,1.356365382671356201e-01
