position_bp,is_alpha_0.0,is_alpha_0.4,is_alpha_0.8,is_alpha_1.2,is_alpha_1.6,is_alpha_2.0
1.561700000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.561900000000000000e+07,1.471088360995054245e-02,1.473492570221424103e-02,1.475835219025611877e-02,1.465883944183588028e-02,1.440239138901233673e-02,1.406706403940916061e-02
1.562100000000000000e+07,2.769174613058567047e-02,2.778569795191287994e-02,2.789656072854995728e-02,2.779458463191986084e-02,2.734631858766078949e-02,2.670579776167869568e-02
1.562300000000000000e+07,3.928108513355255127e-02,3.956354781985282898e-02,3.985758870840072632e-02,3.983679413795471191e-02,3.929831087589263916e-02,3.844271227717399597e-02
1.562500000000000000e+07,4.955719783902168274e-02,5.014203116297721863e-02,5.069797858595848083e-02,5.081631615757942200e-02,5.023485794663429260e-02,4.920477792620658875e-02
1.562700000000000000e+07,5.891536548733711243e-02,5.978995934128761292e-02,6.060848385095596313e-02,6.085404381155967712e-02,6.019911170005798340e-02,5.895065888762474060e-02
1.562900000000000000e+07,6.756373494863510132e-02,6.873170286417007446e-02,6.977714598178863525e-02,7.011310011148452759e-02,6.936714053153991699e-02,6.791178882122039795e-02
1.563100000000000000e+07,7.556644082069396973e-02,7.702182978391647339e-02,7.827148586511611938e-02,7.868483662605285645e-02,7.786142081022262573e-02,7.625608891248703003e-02
1.563300000000000000e+07,8.275023102760314941e-02,8.449245244264602661e-02,8.596058934926986694e-02,8.646187931299209595e-02,8.557863533496856689e-02,8.386461436748504639e-02
1.563500000000000000e+07,8.915728330612182617e-02,9.119907021522521973e-02,9.292286634445190430e-02,9.354493021965026855e-02,9.263152629137039185e-02,9.083793312311172485e-02
1.563700000000000000e+07,9.491673111915588379e-02,9.725568443536758423e-02,9.924696385860443115e-02,9.999991953372955322e-02,9.906084090471267700e-02,9.718109667301177979e-02
1.563900000000000000e+07,1.001182347536087036e-01,1.027195975184440613e-01,1.049710288643836975e-01,1.058550328016281128e-01,1.048893481492996216e-01,1.029132008552551270e-01
1.564100000000000000e+07,1.046808138489723206e-01,1.075421348214149475e-01,1.100751683115959167e-01,1.111080050468444824e-01,1.101364046335220337e-01,1.081001460552215576e-01
1.564300000000000000e+07,1.087793335318565369e-01,1.118948310613632202e-01,1.147050261497497559e-01,1.158727556467056274e-01,1.148841455578804016e-01,1.127935871481895447e-01
1.564500000000000000e+07,1.125847846269607544e-01,1.159543693065643311e-01,1.190152466297149658e-01,1.202717125415802002e-01,1.192326471209526062e-01,1.170701086521148682e-01
1.564700000000000000e+07,1.159950569272041321e-01,1.196323260664939880e-01,1.229491308331489563e-01,1.242932751774787903e-01,1.232093274593353271e-01,1.209860146045684814e-01
1.564900000000000000e+07,1.190169155597686768e-01,1.229146644473075867e-01,1.264878511428833008e-01,1.279242783784866333e-01,1.268071979284286499e-01,1.245337277650833130e-01
1.565100000000000000e+07,1.219051405787467957e-01,1.260010749101638794e-01,1.297664493322372437e-01,1.312609463930130005e-01,1.301050782203674316e-01,1.277894526720046997e-01
1.565300000000000000e+07,1.246877163648605347e-01,1.289525032043457031e-01,1.328749954700469971e-01,1.344109326601028442e-01,1.332206726074218750e-01,1.308733224868774414e-01
1.565500000000000000e+07,1.270318478345870972e-01,1.314975321292877197e-01,1.356219351291656494e-01,1.372425705194473267e-01,1.360450387001037598e-01,1.336720287799835205e-01
1.565700000000000000e+07,1.289377063512802124e-01,1.335988938808441162e-01,1.379406452178955078e-01,1.396785676479339600e-01,1.384956091642379761e-01,1.360875070095062256e-01
1.565900000000000000e+07,1.306091398000717163e-01,1.354634314775466919e-01,1.400133967399597168e-01,1.418612003326416016e-01,1.406969726085662842e-01,1.382522881031036377e-01
1.566100000000000000e+07,1.321462541818618774e-01,1.371842771768569946e-01,1.419106125831604004e-01,1.438289880752563477e-01,1.426627635955810547e-01,1.401793956756591797e-01
1.566300000000000000e+07,1.334283351898193359e-01,1.386577188968658447e-01,1.435507684946060181e-01,1.455170512199401855e-01,1.443398296833038330e-01,1.418289542198181152e-01
1.566500000000000000e+07,1.345330774784088135e-01,1.399344503879547119e-01,1.449728310108184814e-01,1.469838619232177734e-01,1.458109319210052490e-01,1.432958096265792847e-01
1.566700000000000000e+07,1.355741918087005615e-01,1.411235779523849487e-01,1.462904512882232666e-01,1.483503431081771851e-01,1.471872031688690186e-01,1.446741521358489990e-01
1.566900000000000000e+07,1.364816278219223022e-01,1.421352624893188477e-01,1.473979204893112183e-01,1.494900137186050415e-01,1.483131349086761475e-01,1.457803398370742798e-01
1.567100000000000000e+07,1.372976303100585938e-01,1.430403292179107666e-01,1.483841091394424438e-01,1.505081653594970703e-01,1.493340432643890381e-01,1.467988491058349609e-01
1.567300000000000000e+07,1.380935013294219971e-01,1.439148485660552979e-01,1.493277698755264282e-01,1.514842063188552856e-01,1.503356546163558960e-01,1.478314846754074097e-01
1.567500000000000000e+07,1.388462781906127930e-01,1.447147130966186523e-01,1.501574814319610596e-01,1.523218601942062378e-01,1.511924713850021362e-01,1.487191319465637207e-01
1.567700000000000000e+07,1.395639032125473022e-01,1.454577147960662842e-01,1.509013026952743530e-01,1.530574709177017212e-01,1.519497185945510864e-01,1.495185643434524536e-01
1.567900000000000000e+07,1.402623802423477173e-01,1.461690664291381836e-01,1.516032665967941284e-01,1.537429839372634888e-01,1.526561677455902100e-01,1.502732038497924805e-01
1.568100000000000000e+07,1.408610343933105469e-01,1.467829644680023193e-01,1.522100865840911865e-01,1.543317139148712158e-01,1.532641500234603882e-01,1.509236842393875122e-01
1.568300000000000000e+07,1.414181441068649292e-01,1.473331898450851440e-01,1.527378410100936890e-01,1.548422425985336304e-01,1.538007408380508423e-01,1.514989137649536133e-01
1.568500000000000000e+07,1.419394761323928833e-01,1.478169858455657959e-01,1.531836688518524170e-01,1.552788466215133667e-01,1.542838960886001587e-01,1.520407199859619141e-01
1.568700000000000000e+07,1.422566175460815430e-01,1.480975896120071411e-01,1.534322202205657959e-01,1.555180698633193970e-01,1.545556187629699707e-01,1.523580402135848999e-01
1.568900000000000000e+07,1.422623097896575928e-01,1.480815708637237549e-01,1.533892601728439331e-01,1.554411202669143677e-01,1.544600129127502441e-01,1.522492766380310059e-01
1.569100000000000000e+07,1.421947926282882690e-01,1.479994058609008789e-01,1.532766669988632202e-01,1.552830040454864502e-01,1.542737931013107300e-01,1.520397514104843140e-01
1.569300000000000000e+07,1.422346383333206177e-01,1.479931771755218506e-01,1.532125324010848999e-01,1.551764458417892456e-01,1.541705727577209473e-01,1.519494205713272095e-01
1.569500000000000000e+07,1.423396915197372437e-01,1.480296850204467773e-01,1.531707644462585449e-01,1.550857275724411011e-01,1.540927886962890625e-01,1.519049704074859619e-01
1.569700000000000000e+07,1.424836516380310059e-01,1.481048017740249634e-01,1.531669348478317261e-01,1.550375968217849731e-01,1.540648788213729858e-01,1.519312560558319092e-01
1.569900000000000000e+07,1.426178961992263794e-01,1.481654942035675049e-01,1.531469970941543579e-01,1.549698561429977417e-01,1.540070176124572754e-01,1.519205719232559204e-01
1.570100000000000000e+07,1.426216661930084229e-01,1.481132507324218750e-01,1.530293971300125122e-01,1.548164486885070801e-01,1.538627296686172485e-01,1.518163233995437622e-01
1.570300000000000000e+07,1.424163728952407837e-01,1.478812396526336670e-01,1.527684330940246582e-01,1.545411646366119385e-01,1.536073088645935059e-01,1.516215503215789795e-01
1.570500000000000000e+07,1.421606391668319702e-01,1.476214528083801270e-01,1.525000184774398804e-01,1.542677730321884155e-01,1.533595770597457886e-01,1.514409929513931274e-01
1.570700000000000000e+07,1.419536620378494263e-01,1.474035829305648804e-01,1.522772014141082764e-01,1.540393978357315063e-01,1.531430184841156006e-01,1.512713879346847534e-01
1.570900000000000000e+07,1.417673379182815552e-01,1.472053080797195435e-01,1.520652472972869873e-01,1.538081020116806030e-01,1.529002189636230469e-01,1.510481536388397217e-01
1.571100000000000000e+07,1.415482610464096069e-01,1.469775289297103882e-01,1.518318206071853638e-01,1.535580903291702271e-01,1.526320576667785645e-01,1.507899314165115356e-01
1.571300000000000000e+07,1.412311196327209473e-01,1.466944962739944458e-01,1.515910327434539795e-01,1.533298045396804810e-01,1.523993760347366333e-01,1.505717039108276367e-01
1.571500000000000000e+07,1.407591849565505981e-01,1.463015973567962646e-01,1.512780934572219849e-01,1.530407965183258057e-01,1.521035432815551758e-01,1.502865701913833618e-01
1.571700000000000000e+07,1.401693522930145264e-01,1.458136141300201416e-01,1.508907526731491089e-01,1.526917964220046997e-01,1.517634689807891846e-01,1.499787569046020508e-01
1.571900000000000000e+07,1.396978348493576050e-01,1.454395353794097900e-01,1.506148874759674072e-01,1.524796932935714722e-01,1.515999883413314819e-01,1.498893499374389648e-01
1.572100000000000000e+07,1.394313871860504150e-01,1.452031433582305908e-01,1.504432857036590576e-01,1.523661911487579346e-01,1.515303552150726318e-01,1.498951315879821777e-01
1.572300000000000000e+07,1.396722942590713501e-01,1.453800201416015625e-01,1.506103426218032837e-01,1.525579243898391724e-01,1.517427861690521240e-01,1.501694917678833008e-01
1.572500000000000000e+07,1.400588452816009521e-01,1.456631273031234741e-01,1.508504748344421387e-01,1.528057456016540527e-01,1.519951671361923218e-01,1.504704505205154419e-01
1.572700000000000000e+07,1.403765678405761719e-01,1.459209322929382324e-01,1.510773450136184692e-01,1.530328691005706787e-01,1.522116810083389282e-01,1.507120132446289062e-01
1.572900000000000000e+07,1.407187432050704956e-01,1.462398618459701538e-01,1.513780653476715088e-01,1.533356010913848877e-01,1.525164395570755005e-01,1.510643959045410156e-01
1.573100000000000000e+07,1.410191804170608521e-01,1.465230286121368408e-01,1.516418457031250000e-01,1.535987555980682373e-01,1.527899205684661865e-01,1.514147818088531494e-01
1.573300000000000000e+07,1.412329673767089844e-01,1.467336863279342651e-01,1.518409699201583862e-01,1.537958532571792603e-01,1.529962569475173950e-01,1.517083048820495605e-01
1.573500000000000000e+07,1.413516253232955933e-01,1.468779593706130981e-01,1.519926190376281738e-01,1.539400517940521240e-01,1.531256288290023804e-01,1.518862247467041016e-01
1.573700000000000000e+07,1.414332389831542969e-01,1.469867825508117676e-01,1.521209180355072021e-01,1.540654301643371582e-01,1.532374918460845947e-01,1.520360857248306274e-01
1.573900000000000000e+07,1.416200548410415649e-01,1.471890807151794434e-01,1.523424237966537476e-01,1.542955487966537476e-01,1.534791141748428345e-01,1.523465961217880249e-01
1.574100000000000000e+07,1.418276429176330566e-01,1.473909169435501099e-01,1.525585204362869263e-01,1.545215547084808350e-01,1.537212431430816650e-01,1.526575982570648193e-01
1.574300000000000000e+07,1.419885009527206421e-01,1.475477665662765503e-01,1.527219861745834351e-01,1.546774357557296753e-01,1.538817882537841797e-01,1.528778523206710815e-01
1.574500000000000000e+07,1.420593559741973877e-01,1.476351022720336914e-01,1.528365910053253174e-01,1.547814458608627319e-01,1.539808064699172974e-01,1.530263870954513550e-01
1.574700000000000000e+07,1.421130597591400146e-01,1.477300524711608887e-01,1.529724299907684326e-01,1.549017727375030518e-01,1.540701836347579956e-01,1.531255692243576050e-01
1.574900000000000000e+07,1.421790868043899536e-01,1.478448063135147095e-01,1.531138122081756592e-01,1.550115048885345459e-01,1.541276574134826660e-01,1.531629115343093872e-01
1.575100000000000000e+07,1.422753483057022095e-01,1.479905992746353149e-01,1.532838791608810425e-01,1.551523953676223755e-01,1.542214453220367432e-01,1.532351821660995483e-01
1.575300000000000000e+07,1.424399316310882568e-01,1.482005864381790161e-01,1.535158753395080566e-01,1.553576290607452393e-01,1.543835848569869995e-01,1.533714234828948975e-01
